Company,TypeName,Inches,Ram,OpSys,Weight,SSD,HDD,Flash,Hybrid,Cpu_Brand,Cpu_Model,Cpu_ClockSpeed,Gpu_Brand,Gpu_Series,Gpu_Model,ScreenType,ScreenWidth,Touchscreen,Price
Toshiba,Notebook,15.6,8,Windows,2.0,128,0,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,Other,1366,False,42251.04
Xiaomi,Notebook,15.6,8,No OS,1.95,256,0,0,0,Intel,Core i5,1.6,Nvidia,GeForce,MX150,IPS Display,1920,False,63882.72
Dell,Notebook,17.3,16,Windows,2.77,512,0,0,0,Intel,Core i7,1.8,Nvidia,GeForce,Other,Standard Display,1920,True,82530.72
Dell,Notebook,15.6,16,Windows,2.06,512,0,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1050,Touchscreen Display,3840,True,127712.16
Lenovo,Gaming,15.6,8,No OS,2.4,256,0,0,0,Intel,Core i5,2.5,Nvidia,GeForce,GTX 1050,IPS Display,1920,False,41505.12
Acer,Ultrabook,13.3,8,Windows,1.12,256,0,0,0,Intel,Core i5,1.2,Intel,HD,Graphics 615,IPS Display,1920,False,52693.92
Dell,Notebook,17.3,8,Windows,2.8,128,1024,0,0,Intel,Core i7,1.8,AMD,Radeon,530,Standard Display,1920,False,57808.8
Lenovo,2 in 1 Convertible,14.0,16,Windows,1.42,1024,0,0,0,Intel,Core i7,2.7,Intel,HD,Graphics 620,Touchscreen Display,2560,True,150462.72
Vero,Notebook,14.0,4,Windows,1.3,0,0,32,0,Intel,Celeron Dual Core,1.1,Intel,HD,Graphics 500,IPS Display,1920,False,13852.8
Xiaomi,Ultrabook,13.3,8,No OS,1.3,256,0,0,0,Intel,Core i5,2.5,Nvidia,GeForce,MX150,IPS Display,1920,False,53274.67199999999
Lenovo,Notebook,17.3,8,No OS,2.8,256,0,0,0,Intel,Core i5,1.6,Nvidia,GeForce,MX150,Other,1600,False,37189.44
Dell,2 in 1 Convertible,13.3,8,Windows,1.62,0,1024,0,0,Intel,Core i7,1.8,Intel,UHD,Graphics 620,IPS Display,1920,True,44701.92
HP,Notebook,17.3,8,Windows,2.5,0,1024,0,0,Intel,Core i5,1.6,Nvidia,GeForce,930MX,IPS Display,1920,False,48697.92
Razer,Gaming,17.3,32,Windows,3.49,1024,0,0,0,Intel,Core i7,2.9,Nvidia,GeForce,Other,Touchscreen Display,3840,True,324954.72
HP,Notebook,13.3,8,Windows,1.49,512,0,0,0,Intel,Core i5,1.6,Intel,UHD,Graphics 620,Standard Display,1920,False,51095.52
HP,Gaming,17.3,16,Windows,3.35,256,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1050,IPS Display,1920,False,73473.12
HP,Notebook,17.3,8,Windows,2.5,256,0,0,0,Intel,Core i7,1.8,Nvidia,GeForce,930MX,Standard Display,1920,False,55677.6
Dell,Gaming,15.6,16,Windows,2.65,512,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1060,IPS Display,3840,False,98301.6
Lenovo,Notebook,15.6,4,Windows,2.1,128,0,0,0,Intel,Core i5,2.3,Intel,HD,Graphics 520,Other,1366,False,26267.04
Acer,Notebook,15.6,8,Windows,2.23,0,1024,0,0,Intel,Core i7,2.7,Nvidia,GeForce,940MX,Standard Display,1920,False,39533.76
Lenovo,Gaming,15.6,16,Windows,3.2,512,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1060,IPS Display,1920,False,93186.72
Dell,Workstation,15.6,16,Windows,2.8,256,1024,0,0,Intel,Other,3.0,Nvidia,Quadro,Other,Standard Display,3840,False,162770.4
Lenovo,Gaming,15.6,16,No OS,2.4,512,0,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1060,Standard Display,1920,False,74485.44
Dell,Notebook,15.6,6,Windows,2.3,0,1024,0,0,Intel,Core i3,2.4,Intel,HD,Graphics 620,Touchscreen Display,1366,True,23389.92
Dell,Ultrabook,13.3,8,Windows,1.21,256,0,0,0,Intel,Core i7,1.8,Intel,UHD,Graphics 620,IPS Display,3840,True,103842.72
Dell,Ultrabook,13.3,8,Windows,1.2,256,0,0,0,Intel,Core i7,1.8,Intel,UHD,Graphics 620,Standard Display,1920,False,77202.72
Lenovo,Notebook,15.6,8,Windows,2.2,256,0,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,Other,1366,False,31808.16
Acer,Notebook,15.6,8,Linux,2.4,0,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1050,Standard Display,1920,False,41505.12
Asus,Gaming,17.3,16,Windows,2.9,256,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1050,Standard Display,1920,False,74964.95999999999
HP,Notebook,15.6,4,No OS,2.1,0,500,0,0,Intel,Core i3,2.0,Intel,HD,Graphics 520,Standard Display,1920,False,18594.72
Lenovo,Notebook,15.6,8,No OS,2.2,256,0,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,Standard Display,1920,False,29250.72
Huawei,Ultrabook,13.0,8,Windows,1.05,512,0,0,0,Intel,Core i7,2.7,Intel,HD,Graphics 620,IPS Display,2160,False,79866.72
Dell,Ultrabook,13.3,8,Windows,1.4,256,0,0,0,Intel,Core i7,1.8,AMD,Radeon,530,IPS Display,1920,False,49650.5664
Lenovo,Notebook,17.3,8,No OS,2.8,0,1024,0,0,Intel,Core i5,2.5,Nvidia,GeForce,Other,Other,1600,False,31381.92
HP,Notebook,14.0,8,Windows,1.63,256,0,0,0,Intel,Core i7,1.8,Nvidia,GeForce,930MX,Standard Display,1920,False,54931.68
Dell,Ultrabook,14.0,8,Windows,1.6,256,0,0,0,Intel,Core i5,1.6,Intel,UHD,Graphics 620,Standard Display,1920,False,61218.72
Dell,2 in 1 Convertible,13.3,16,Windows,1.62,512,0,0,0,Intel,Core i7,1.8,Intel,UHD,Graphics 620,Standard Display,1920,True,68145.12
Dell,Notebook,15.6,8,Linux,2.2,256,0,0,0,Intel,Core i5,1.6,AMD,Radeon,520,Standard Display,1920,False,36089.208
Lenovo,2 in 1 Convertible,14.0,8,Windows,1.74,256,0,0,0,Intel,Core i5,1.6,Intel,UHD,Graphics 620,IPS Display,1920,False,47898.72
Toshiba,Ultrabook,13.3,8,Windows,1.2,256,0,0,0,Intel,Core i7,2.5,Intel,HD,Graphics 520,Standard Display,1920,False,72620.64
HP,Notebook,15.6,8,Windows,2.1,0,1024,0,0,Intel,Core i5,1.6,Intel,UHD,Graphics 620,Standard Display,1920,False,42304.32
Dell,Gaming,17.3,16,Windows,4.42,256,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1060,IPS Display,1920,False,130873.7952
Acer,Notebook,15.6,8,Windows,2.2,256,0,0,0,Intel,Core i7,2.7,Nvidia,GeForce,940MX,Standard Display,1920,False,44328.96
Dell,Notebook,15.6,16,Windows,2.3,0,1024,0,0,Intel,Core i7,2.7,AMD,Radeon,R7 M445,Standard Display,1920,True,45768.0528
Asus,Notebook,15.6,8,Windows,2.0,256,0,0,0,Intel,Core i5,2.5,Nvidia,GeForce,920MX,Standard Display,1920,False,40972.32
Asus,Notebook,17.3,8,Windows,2.69,256,500,0,0,Intel,Core i5,2.5,Nvidia,GeForce,Other,Standard Display,1920,False,47472.48
HP,Notebook,15.6,8,Windows,1.9,0,1024,0,0,Intel,Core i7,2.7,AMD,FirePro,Other,Standard Display,1920,False,67612.31999999999
Asus,Notebook,15.6,4,Windows,2.37,0,1024,0,0,Intel,Core i3,2.4,Intel,HD,Graphics 620,Other,1366,False,21258.1872
HP,Notebook,15.6,4,Windows,2.1,0,500,0,0,AMD,Other,1.5,AMD,Radeon,Other,Other,1366,False,17582.399999999998
Lenovo,Gaming,15.6,16,Windows,3.2,256,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1060,IPS Display,1920,False,79866.72
Dell,Notebook,14.0,8,Windows,1.6,256,0,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,Standard Display,1920,False,45767.52
Acer,2 in 1 Convertible,13.3,8,Windows,1.6,256,0,0,0,Intel,Core i5,2.3,Intel,HD,Graphics 520,IPS Display,1920,True,36709.92
Dell,Notebook,15.6,16,Linux,2.36,256,0,0,0,Intel,Core i7,2.7,AMD,Radeon,R7 M445,Standard Display,1920,False,47898.72
Acer,Notebook,15.6,4,Linux,2.1,0,1024,0,0,Intel,Core i3,2.0,Intel,HD,Graphics 520,Other,1366,False,20779.2
Asus,Notebook,15.6,4,Windows,2.2,128,1024,0,0,AMD,Other,2.5,AMD,Radeon,R5 M430,Standard Display,1920,False,30636.0
Asus,Gaming,17.3,32,Windows,4.7,512,1024,0,0,Intel,Core i7,2.9,Nvidia,GeForce,Other,Standard Display,1920,False,207259.2
Acer,Gaming,15.6,8,Windows,2.5,256,0,0,0,Intel,Core i5,2.5,Nvidia,GeForce,GTX 1050,IPS Display,1920,False,45074.88
Lenovo,Notebook,15.6,8,Windows,2.2,128,0,0,0,Intel,Core i3,2.0,Intel,HD,Graphics 520,Other,1366,False,31381.92
Asus,Notebook,17.3,8,Windows,2.1,128,1024,0,0,Intel,Core i7,1.8,Nvidia,GeForce,Other,Standard Display,1920,False,61005.6
Asus,Notebook,17.3,8,No OS,2.69,128,1024,0,0,Intel,Core i7,2.7,Nvidia,GeForce,Other,Standard Display,1920,False,47365.92
Dell,Gaming,15.6,8,Windows,2.56,256,0,0,0,Intel,Core i5,2.5,Nvidia,GeForce,GTX 1050,Standard Display,1920,False,46833.12
Lenovo,2 in 1 Convertible,13.9,8,Windows,1.38,256,0,0,0,Intel,Core i7,2.7,Intel,HD,Graphics 620,IPS Display,1920,True,57489.12
Dell,Notebook,15.6,8,Windows,2.2,128,2048,0,0,Intel,Core i7,1.8,AMD,Radeon,530,Standard Display,1920,False,52480.8
HP,Notebook,15.6,8,Windows,2.04,0,1024,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,Touchscreen Display,1366,True,29783.52
Asus,Gaming,17.3,16,Windows,3.6,256,0,0,0,Intel,Core i7,2.9,Nvidia,GeForce,Other,Standard Display,1920,False,159786.72
HP,Notebook,13.3,4,Windows,1.49,0,500,0,0,Intel,Core i5,1.6,Intel,UHD,Graphics 620,IPS Display,1920,False,35964.0
Apple,Ultrabook,13.3,8,macOS,1.37,512,0,0,0,Intel,Other,3.1,Intel,Iris,Other,IPS Display,2560,False,108691.2
Dell,2 in 1 Convertible,15.6,8,Windows,2.08,0,1024,0,0,Intel,Core i7,1.8,Intel,UHD,Graphics 620,IPS Display,1920,True,43636.32
Asus,Gaming,17.3,16,Windows,4.3,256,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 980M,Standard Display,1920,False,95850.72
Asus,Notebook,15.6,4,Windows,1.68,0,1024,0,0,AMD,Other,3.0,AMD,Radeon,Other,Other,1366,False,24988.32
Lenovo,2 in 1 Convertible,13.9,8,Windows,1.37,512,0,0,0,Intel,Core i7,1.8,Intel,UHD,Graphics 620,IPS Display,1920,True,98514.72
Acer,Notebook,17.3,4,Windows,3.0,256,0,0,0,Intel,Core i3,2.7,Nvidia,GeForce,Other,IPS Display,1920,False,37402.56
Dell,Ultrabook,13.3,8,Windows,1.41,256,0,0,0,Intel,Core i5,1.6,Intel,UHD,Graphics 620,Standard Display,1920,False,50562.72
HP,Notebook,15.6,8,Windows,1.91,128,0,0,0,AMD,Other,2.5,AMD,Radeon,Other,Other,1366,False,23757.552
HP,Notebook,17.3,16,Windows,2.9,0,1024,0,0,Intel,Core i7,1.8,Nvidia,GeForce,MX150,IPS Display,1920,False,56423.52
MSI,Gaming,17.3,16,Windows,4.14,512,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1070,Standard Display,1920,False,133146.72
Lenovo,2 in 1 Convertible,15.6,8,Windows,2.0,512,0,0,0,Intel,Core i7,2.8,Nvidia,GeForce,Other,IPS Display,1920,True,90522.72
Dell,Notebook,17.3,8,Windows,2.8,128,1024,0,0,Intel,Core i7,1.8,AMD,Radeon,530,Standard Display,1920,False,60845.76
Lenovo,Notebook,15.6,4,No OS,2.2,256,0,0,0,Intel,Core i3,2.0,Intel,HD,Graphics 520,Standard Display,1920,False,23656.32
HP,Notebook,15.6,4,Windows,2.1,0,500,0,0,Intel,Core i5,1.6,Intel,HD,Graphics 620,IPS Display,1920,False,38468.16
Dell,Notebook,15.6,4,Windows,2.18,0,1024,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,Standard Display,1920,False,35004.96
Dell,Notebook,15.6,8,Windows,2.24,0,1024,0,0,Intel,Core i5,2.5,AMD,Radeon,R5 M430,Standard Display,1920,False,30103.2
Dell,2 in 1 Convertible,15.6,8,Windows,2.67,256,0,0,0,Intel,Core i5,1.6,Intel,UHD,Graphics 620,Standard Display,1920,True,42570.72
Asus,2 in 1 Convertible,13.3,8,Windows,1.1,512,0,0,0,Intel,Core i7,1.8,Intel,UHD,Graphics 620,Standard Display,1920,True,79866.72
Lenovo,Notebook,15.6,4,No OS,2.2,0,1024,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,Standard Display,1920,False,24881.76
HP,Notebook,17.3,8,Windows,2.5,0,1024,0,0,Intel,Core i7,1.8,Nvidia,GeForce,930MX,Standard Display,1920,False,54239.04
Lenovo,Notebook,15.6,8,Windows,2.05,256,0,0,0,Intel,Core i7,1.8,Intel,UHD,Graphics 620,Standard Display,1920,False,46886.4
Apple,Ultrabook,13.3,8,macOS,1.37,512,0,0,0,Intel,Other,2.9,Intel,Iris,Other,IPS Display,2560,False,104370.192
Asus,Gaming,17.3,16,Windows,3.2,256,1024,0,0,AMD,Other,3.0,AMD,Radeon,Other,Standard Display,1920,False,82530.72
Dell,Notebook,15.6,8,Linux,2.14,256,0,0,0,Intel,Core i7,1.8,AMD,Radeon,520,Standard Display,1920,False,39164.5296
Lenovo,2 in 1 Convertible,14.0,16,Windows,1.36,512,0,0,0,Intel,Core i7,2.6,Intel,HD,Graphics 520,Touchscreen Display,2560,True,133146.72
Toshiba,Notebook,15.6,8,Windows,2.2,0,500,0,0,Intel,Core i7,2.5,Nvidia,GeForce,Other,Other,1366,False,43263.36
Dell,Notebook,15.6,12,Windows,2.3,0,1024,0,0,Intel,Core i7,2.7,Intel,HD,Graphics 620,Other,1366,False,37992.3696
Dell,Notebook,17.3,8,Linux,2.8,128,1024,0,0,Intel,Core i7,1.8,AMD,Radeon,530,Standard Display,1920,False,58554.72
Acer,Notebook,15.6,8,Windows,2.2,0,1024,0,0,Intel,Core i7,1.8,Nvidia,GeForce,Other,IPS Display,1920,False,39693.6
Lenovo,Notebook,17.3,4,Windows,2.8,0,1024,0,0,Intel,Core i3,2.0,Intel,HD,Graphics 520,Other,1600,False,26053.92
Lenovo,Notebook,17.3,8,No OS,2.8,0,2048,0,0,Intel,Core i7,1.8,Nvidia,GeForce,MX150,Standard Display,1920,False,45234.72
Lenovo,Notebook,17.3,6,Windows,2.8,128,1024,0,0,Intel,Core i7,2.7,Nvidia,GeForce,940MX,Other,1600,False,45767.52
Dell,Notebook,15.6,4,Linux,2.25,0,1024,0,0,Intel,Core i3,2.0,AMD,Radeon,R5 M430,Standard Display,1920,False,22803.84
Lenovo,Gaming,15.6,8,Windows,2.5,256,0,0,0,Intel,Core i5,2.5,Nvidia,GeForce,GTX 1050,IPS Display,1920,False,44169.12
Lenovo,Notebook,15.6,6,Windows,2.2,256,0,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,Standard Display,1920,False,30849.12
Acer,Notebook,15.6,8,Windows,3.0,256,0,0,0,Intel,Core i7,1.8,Nvidia,GeForce,MX150,IPS Display,1920,False,50669.28
Acer,Notebook,15.6,12,Windows,2.15,0,1024,0,0,Intel,Core i7,2.7,Intel,HD,Graphics 620,IPS Display,1920,True,35111.52
Lenovo,Notebook,15.6,8,Windows,1.95,256,0,0,0,Intel,Core i7,2.7,Intel,HD,Other,IPS Display,1920,False,58448.16
Asus,Ultrabook,15.6,8,Windows,1.7,256,0,0,0,Intel,Core i5,2.5,Nvidia,GeForce,940MX,Standard Display,1920,False,52054.56
Lenovo,Gaming,15.6,16,Windows,2.5,256,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1050 Ti,IPS Display,1920,False,62817.12
Lenovo,Notebook,15.6,8,No OS,2.2,0,1024,0,0,Intel,Core i7,2.7,Nvidia,GeForce,940MX,Standard Display,1920,False,35112.0528
Acer,Notebook,15.6,2,Chrome OS,2.19,16,0,0,0,Intel,Celeron Dual Core,1.5,Intel,HD,Graphics,Other,1366,False,10602.72
Asus,Gaming,17.3,8,Windows,3.0,0,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1050,Standard Display,1920,False,63243.36
HP,Notebook,17.3,8,Windows,2.54,0,1024,0,0,Intel,Core i3,2.0,Intel,HD,Graphics 520,Other,1600,False,26053.92
Dell,Notebook,15.6,8,Windows,2.0,256,0,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1050,Standard Display,1920,False,97449.12
Lenovo,Notebook,15.6,8,Windows,2.05,256,0,0,0,Intel,Core i5,1.6,Intel,UHD,Graphics 620,Standard Display,1920,False,39373.92
Lenovo,Gaming,15.6,8,Windows,3.2,0,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1060,IPS Display,1920,False,69210.72
Acer,Notebook,15.6,8,Linux,2.5,256,0,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1050 Ti,Standard Display,1920,False,52161.12
Dell,Workstation,17.3,16,Windows,3.42,256,0,0,0,Intel,Core i7,2.9,Nvidia,Quadro,Other,Standard Display,1920,False,153705.3408
Lenovo,Notebook,15.6,6,Windows,2.4,0,1024,0,0,AMD,Other,2.4,AMD,Radeon,Other,Standard Display,1920,False,26586.72
Asus,Ultrabook,15.6,16,Windows,1.63,512,0,0,0,Intel,Core i7,2.7,Nvidia,GeForce,940MX,Standard Display,1920,False,78215.04
Asus,Notebook,14.0,4,Windows,1.3,128,0,0,0,Intel,Core i3,2.4,Intel,HD,Graphics 620,Other,1366,False,27119.52
Asus,Gaming,17.3,16,Windows,2.9,256,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1070,Standard Display,1920,False,113060.16
Lenovo,Notebook,17.3,6,Windows,2.8,0,1024,0,0,Intel,Core i5,2.5,Nvidia,GeForce,Other,Other,1600,False,34578.72
Lenovo,Notebook,15.6,8,No OS,2.2,0,2048,0,0,Intel,Core i5,2.5,Nvidia,GeForce,940MX,Other,1366,False,29250.72
Asus,Gaming,15.6,8,Windows,2.5,128,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1050 Ti,Standard Display,1920,False,67399.2
Lenovo,Notebook,15.6,4,No OS,2.2,0,1024,0,0,Intel,Other,1.1,Intel,HD,Graphics 505,Other,1366,False,19180.2672
HP,2 in 1 Convertible,13.3,16,Windows,1.28,256,0,0,0,Intel,Core i7,2.8,Intel,HD,Graphics 620,Standard Display,1920,True,105228.0
Toshiba,Notebook,15.6,8,Windows,2.2,256,0,0,0,Intel,Core i7,2.5,Nvidia,GeForce,Other,IPS Display,1920,False,55571.04
Lenovo,Notebook,15.6,8,Windows,2.3,128,1024,0,0,Intel,Core i5,2.5,Nvidia,GeForce,940MX,Standard Display,1920,False,43636.32
HP,Notebook,15.6,4,Windows,1.86,0,1024,0,0,Intel,Core i3,2.0,Intel,HD,Graphics 520,Standard Display,1920,False,24988.32
Lenovo,Notebook,13.3,8,Windows,1.1,256,0,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,IPS Display,1920,False,53226.72
Dell,Ultrabook,13.3,16,Windows,1.21,1024,0,0,0,Intel,Core i7,1.8,Intel,UHD,Graphics 620,IPS Display,3840,True,133146.72
MSI,Gaming,15.6,16,Windows,2.8,256,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1070,IPS Display,1920,False,111834.72
Acer,Notebook,15.6,8,Windows,2.23,256,0,0,0,AMD,Other,2.2,AMD,Radeon,R5,Standard Display,1920,False,24988.32
Asus,2 in 1 Convertible,11.6,2,Windows,1.1,0,0,32,0,Intel,Celeron Dual Core,1.1,Intel,HD,Graphics 500,Touchscreen Display,1366,True,14652.0
Dell,Notebook,15.6,8,Windows,2.33,128,1024,0,0,Intel,Core i5,1.6,AMD,Radeon,530,Standard Display,1920,False,44968.32
HP,2 in 1 Convertible,13.3,16,Windows,1.29,1024,0,0,0,Intel,Core i7,1.8,Intel,UHD,Graphics 620,IPS Display,3840,True,130482.72
Lenovo,Notebook,13.3,4,Chrome OS,1.45,0,0,16,0,Intel,Celeron Dual Core,1.6,Intel,HD,Other,Other,1366,False,24503.472
HP,Notebook,14.0,8,Windows,1.95,256,0,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,Standard Display,1920,False,52214.4
Acer,Notebook,11.6,4,Windows,1.4,0,0,128,0,Intel,Other,1.6,Intel,HD,Other,Other,1366,False,25840.8
HP,Notebook,14.0,8,Windows,1.48,256,0,0,0,Intel,Core i7,2.7,Intel,HD,Graphics 620,Standard Display,1920,False,68837.76
Lenovo,Notebook,17.3,4,Windows,2.79,0,1024,0,0,Intel,Core i5,2.5,Nvidia,GeForce,920MX,Other,1600,False,31381.92
Asus,Notebook,14.0,8,Windows,2.0,256,0,0,0,Intel,Core i7,2.7,Intel,HD,Graphics 620,Standard Display,1920,False,58288.32
HP,Notebook,15.6,8,Windows,2.1,0,1024,0,0,Intel,Core i7,1.8,Intel,UHD,Graphics 620,IPS Display,1366,False,48058.56
Acer,Notebook,15.6,8,Windows,2.2,256,0,0,0,AMD,Other,2.7,AMD,Radeon,Other,Other,1366,False,35111.52
Lenovo,Notebook,14.0,4,Windows,1.44,0,0,32,0,Intel,Celeron Dual Core,1.1,Intel,HD,Graphics 500,Other,1366,False,15557.76
Acer,Notebook,15.6,6,Windows,2.23,0,1024,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,Other,1366,False,29250.72
Asus,Ultrabook,15.6,8,Windows,1.7,256,0,0,0,Intel,Core i7,2.7,Nvidia,GeForce,940MX,Standard Display,1920,False,55938.672
HP,Ultrabook,12.5,8,Windows,1.26,256,0,0,0,Intel,Core i7,2.7,Intel,HD,Graphics 620,Standard Display,1920,False,71128.8
Dell,Notebook,15.6,32,Windows,2.06,1024,0,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1050,Touchscreen Display,3840,True,140605.91999999998
MSI,Gaming,17.3,8,Windows,2.7,256,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1050 Ti,Standard Display,1920,False,63882.72
Toshiba,Notebook,15.6,8,Windows,2.0,256,0,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,IPS Display,1920,False,50243.04
Asus,Notebook,14.0,8,Windows,2.0,256,1024,0,0,Intel,Core i7,2.7,Intel,HD,Graphics 620,Standard Display,1920,False,71075.52
Lenovo,Notebook,15.6,4,Windows,1.85,0,1024,0,0,Intel,Core i3,2.0,Intel,HD,Graphics 520,Standard Display,1920,False,23922.72
Asus,Gaming,15.6,8,Windows,2.5,256,0,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1050,Standard Display,1920,False,53226.72
HP,Notebook,14.0,8,Windows,1.48,256,0,0,0,Intel,Core i5,2.6,Intel,HD,Graphics 620,Standard Display,1920,False,67559.04
Dell,Ultrabook,15.6,8,Windows,1.9,128,1024,0,0,Intel,Core i5,1.6,Nvidia,GeForce,940MX,IPS Display,1920,False,55890.72
HP,Notebook,15.6,8,Windows,1.84,256,0,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,Standard Display,1920,False,60952.32
Asus,Notebook,15.6,4,Linux,2.0,0,1024,0,0,Intel,Celeron Dual Core,1.1,Intel,HD,Graphics 500,Other,1366,False,14651.4672
Dell,Notebook,15.6,8,Windows,2.0,256,0,0,0,Intel,Core i5,1.6,Nvidia,GeForce,940MX,Standard Display,1920,False,60885.72
Dell,Notebook,15.6,4,Linux,2.2,0,500,0,0,Intel,Celeron Dual Core,1.6,Intel,HD,Graphics,Other,1366,False,14646.672
Lenovo,Notebook,15.6,12,Windows,2.2,0,2048,0,0,AMD,Other,3.6,AMD,Radeon,530,Standard Display,1920,False,47898.72
HP,Notebook,15.6,8,Windows,2.1,0,1024,0,0,Intel,Core i3,2.4,Nvidia,GeForce,930MX,IPS Display,1920,False,38148.48
Lenovo,2 in 1 Convertible,13.9,16,Windows,1.4,512,0,0,0,Intel,Core i7,1.8,Intel,UHD,Graphics 620,IPS Display,3840,True,111834.72
Dell,Ultrabook,13.3,8,Windows,1.2,256,0,0,0,Intel,Core i7,1.8,Intel,UHD,Graphics 620,Standard Display,1920,False,84129.12
Lenovo,Gaming,15.6,16,Windows,2.4,256,2048,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1050 Ti,IPS Display,1920,False,60153.12
HP,Notebook,14.0,2,Windows,1.44,0,0,32,0,Intel,Celeron Dual Core,1.6,Intel,HD,Graphics 400,Other,1366,False,14865.12
Dell,Ultrabook,15.6,16,Windows,1.88,256,0,0,0,Intel,Core i7,1.9,Intel,UHD,Graphics 620,Standard Display,1920,False,85672.1088
Asus,2 in 1 Convertible,11.6,4,Windows,1.5,0,0,32,0,Intel,Celeron Dual Core,1.1,Intel,HD,Graphics 500,Touchscreen Display,1366,True,19980.0
Dell,Ultrabook,15.6,8,Windows,1.9,0,1024,0,0,Intel,Core i5,1.6,AMD,Radeon,530,Standard Display,1920,False,35324.64
Dell,Notebook,15.6,16,Windows,2.06,512,0,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1050,Touchscreen Display,3840,True,108020.9376
HP,Notebook,15.6,8,Windows,1.84,256,0,0,0,Intel,Core i7,2.7,Intel,HD,Graphics 620,Standard Display,1920,False,69477.12
MSI,Gaming,17.3,8,Windows,2.7,128,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1060,Standard Display,1920,False,75071.52
HP,Workstation,15.6,8,Windows,2.6,256,0,0,0,Intel,Core i7,2.8,Nvidia,Quadro,Other,Standard Display,1920,False,92615.0256
Toshiba,Notebook,15.6,16,Windows,2.4,512,0,0,0,Intel,Core i7,2.5,Nvidia,GeForce,Other,IPS Display,1920,False,74751.84
Dell,Notebook,15.6,8,Windows,2.02,128,2048,0,0,Intel,Core i7,1.8,AMD,Radeon,530,Standard Display,1920,False,51729.55199999999
Lenovo,Notebook,15.6,4,No OS,2.2,0,1024,0,0,Intel,Celeron Dual Core,1.1,Intel,HD,Graphics 500,Other,1366,False,17155.627200000003
Dell,Gaming,15.6,8,Windows,2.65,0,1024,0,0,Intel,Core i5,2.5,Nvidia,GeForce,GTX 1050,Standard Display,1920,False,53226.72
Dell,Notebook,15.6,8,Windows,2.36,0,2048,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,Touchscreen Display,1366,True,29696.6736
Dell,Notebook,14.0,8,Windows,1.36,256,0,0,0,Intel,Core i5,2.6,Intel,HD,Graphics 620,Standard Display,1920,False,76030.56
HP,Notebook,15.6,4,Windows,1.86,0,500,0,0,Intel,Core i3,2.0,Intel,HD,Graphics 520,Other,1366,False,23389.92
Asus,Notebook,14.0,8,Windows,2.0,256,0,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,Standard Display,1920,False,50349.6
Lenovo,Notebook,17.3,6,Windows,2.8,128,1024,0,0,Intel,Core i5,2.5,Nvidia,GeForce,Other,Other,1600,False,38308.32
HP,Notebook,15.6,8,Windows,1.86,0,1024,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,Standard Display,1920,False,34045.92
